locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDJKFJDK_01832	CDS	900				hypothetical protein
PDJKFJDK_01833	CDS	258				hypothetical protein
PDJKFJDK_01834	CDS	549				hypothetical protein
PDJKFJDK_01835	CDS	2730				hypothetical protein
PDJKFJDK_01836	CDS	522				hypothetical protein
PDJKFJDK_01837	CDS	834	motB		COG1360	Motility protein B
PDJKFJDK_01838	CDS	804	pomA		COG1291	Chemotaxis protein PomA
PDJKFJDK_01839	CDS	1773	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
PDJKFJDK_01840	CDS	558				hypothetical protein
PDJKFJDK_01841	CDS	732	pgl	3.1.1.31		6-phosphogluconolactonase
PDJKFJDK_01842	CDS	993		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
PDJKFJDK_01843	CDS	1596		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
PDJKFJDK_01844	CDS	366				hypothetical protein
PDJKFJDK_01845	CDS	510	crtK-2_1		COG3476	Tryptophan-rich protein TspO
PDJKFJDK_01846	CDS	1194				hypothetical protein
PDJKFJDK_01847	CDS	1365	pucC_1			Protein PucC
PDJKFJDK_01848	CDS	888	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
PDJKFJDK_01849	CDS	1365				hypothetical protein
PDJKFJDK_01850	CDS	888				hypothetical protein
PDJKFJDK_01851	CDS	504				hypothetical protein
PDJKFJDK_01852	CDS	1269	bchN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
PDJKFJDK_01853	CDS	1596	bchB	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit B
PDJKFJDK_01854	CDS	3729				hypothetical protein
PDJKFJDK_01855	CDS	894	bchL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
PDJKFJDK_01856	CDS	732	bchM	2.1.1.11	COG2227	Magnesium-protoporphyrin O-methyltransferase
PDJKFJDK_01857	CDS	1446	pucC_2			Protein PucC
PDJKFJDK_01858	CDS	774	puhA			Reaction center protein H chain
PDJKFJDK_01859	CDS	705				hypothetical protein
PDJKFJDK_01860	CDS	471				hypothetical protein
PDJKFJDK_01861	CDS	315				hypothetical protein
PDJKFJDK_01862	CDS	1095				hypothetical protein
PDJKFJDK_01863	CDS	810				hypothetical protein
PDJKFJDK_01864	CDS	1218	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
PDJKFJDK_01865	CDS	273				hypothetical protein
PDJKFJDK_01866	CDS	2484	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PDJKFJDK_01867	CDS	396	clpS			ATP-dependent Clp protease adapter protein ClpS
PDJKFJDK_01868	CDS	1485				hypothetical protein
PDJKFJDK_01869	CDS	696				hypothetical protein
PDJKFJDK_01870	CDS	1155	hhoA			Putative serine protease HhoA
PDJKFJDK_01871	CDS	216				hypothetical protein
PDJKFJDK_01872	CDS	930				hypothetical protein
PDJKFJDK_01873	CDS	501				hypothetical protein
PDJKFJDK_01874	CDS	2166	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
PDJKFJDK_01875	CDS	1434	algA_2		COG0662	Alginate biosynthesis protein AlgA
PDJKFJDK_01876	CDS	1515	eryB	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
PDJKFJDK_01877	CDS	303				hypothetical protein
PDJKFJDK_01878	CDS	186				hypothetical protein
PDJKFJDK_01879	CDS	210				hypothetical protein
PDJKFJDK_01880	CDS	1641	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
PDJKFJDK_01881	CDS	1191				hypothetical protein
PDJKFJDK_01882	CDS	1461	murJ_1			lipid II flippase MurJ
PDJKFJDK_01883	CDS	642				hypothetical protein
PDJKFJDK_01884	CDS	1005	corA_1		COG0598	Magnesium transport protein CorA
PDJKFJDK_01885	CDS	291	groS5			10 kDa chaperonin 5
PDJKFJDK_01886	CDS	1641	groL5_1			60 kDa chaperonin 5
PDJKFJDK_01887	CDS	345				hypothetical protein
PDJKFJDK_01888	CDS	525				hypothetical protein
PDJKFJDK_01889	CDS	900				hypothetical protein
PDJKFJDK_01890	CDS	399	yecN		COG3788	Inner membrane protein YecN
PDJKFJDK_01891	CDS	1068				hypothetical protein
PDJKFJDK_01892	CDS	2184	mtgA_3	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
PDJKFJDK_01893	CDS	1302				hypothetical protein
PDJKFJDK_01894	CDS	783				hypothetical protein
PDJKFJDK_01895	CDS	516				hypothetical protein
PDJKFJDK_01896	CDS	651	ald2	4.1.2.-	COG0235	5-(methylthio)ribulose-1-phosphate aldolase
PDJKFJDK_01897	CDS	2703	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
PDJKFJDK_01898	CDS	528	dps	1.16.-.-		DNA protection during starvation protein
PDJKFJDK_01899	CDS	1749				hypothetical protein
PDJKFJDK_01900	CDS	1071	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
PDJKFJDK_01901	CDS	942				hypothetical protein
PDJKFJDK_01902	CDS	717				hypothetical protein
PDJKFJDK_01903	CDS	432				hypothetical protein
PDJKFJDK_01904	CDS	1257				hypothetical protein
PDJKFJDK_01905	CDS	717	tolQ_2		COG0811	Tol-Pal system protein TolQ
PDJKFJDK_01906	CDS	450	exbD_2		COG0848	Biopolymer transport protein ExbD
PDJKFJDK_01907	CDS	1392				hypothetical protein
PDJKFJDK_01908	CDS	1341	tolB		COG0823	Tol-Pal system protein TolB
PDJKFJDK_01909	CDS	777				hypothetical protein
PDJKFJDK_01910	CDS	636	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PDJKFJDK_01911	CDS	282				hypothetical protein
PDJKFJDK_01912	CDS	435				hypothetical protein
PDJKFJDK_01913	CDS	2037	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
PDJKFJDK_01914	CDS	195				hypothetical protein
PDJKFJDK_01915	CDS	1080	aaeA_2			p-hydroxybenzoic acid efflux pump subunit AaeA
PDJKFJDK_01916	CDS	1350	gltX_1	6.1.1.17		Glutamate--tRNA ligase
PDJKFJDK_01917	CDS	345		2.7.7.53	COG0537	AP-4-A phosphorylase
PDJKFJDK_01918	CDS	780	ycgJ	2.1.1.-		putative methyltransferase YcgJ
PDJKFJDK_01919	CDS	492				hypothetical protein
PDJKFJDK_01920	CDS	1215	ynfM			Inner membrane transport protein YnfM
PDJKFJDK_01921	CDS	2127	pal_2			Peptidoglycan-associated lipoprotein
PDJKFJDK_01922	CDS	1101				hypothetical protein
PDJKFJDK_01923	CDS	555				hypothetical protein
PDJKFJDK_01924	CDS	324				hypothetical protein
PDJKFJDK_01925	CDS	1389	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
PDJKFJDK_01926	CDS	792				hypothetical protein
PDJKFJDK_01927	CDS	603		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
PDJKFJDK_01928	CDS	1551				hypothetical protein
PDJKFJDK_01929	CDS	1986	atm1_1		COG5265	ATM1-type heavy metal exporter
PDJKFJDK_01930	CDS	936				hypothetical protein
PDJKFJDK_01931	CDS	711	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
PDJKFJDK_01932	CDS	897				hypothetical protein
PDJKFJDK_01933	CDS	1617				hypothetical protein
PDJKFJDK_01934	CDS	1065	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
PDJKFJDK_01935	CDS	618	rpsD		COG0522	30S ribosomal protein S4
PDJKFJDK_01936	CDS	1197				Tn3 family transposase TnXax1
PDJKFJDK_01937	CDS	408	rplS		COG0335	50S ribosomal protein L19
PDJKFJDK_01938	CDS	1401				hypothetical protein
PDJKFJDK_01939	CDS	714				hypothetical protein
PDJKFJDK_01940	CDS	963	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
PDJKFJDK_01941	CDS	786	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
PDJKFJDK_01942	CDS	357				hypothetical protein
PDJKFJDK_01943	CDS	1410				hypothetical protein
PDJKFJDK_01944	CDS	204				hypothetical protein
PDJKFJDK_01945	CDS	1185				putative transporter
PDJKFJDK_01946	CDS	1020	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
PDJKFJDK_01947	CDS	999	cobD		COG1270	Cobalamin biosynthesis protein CobD
PDJKFJDK_01948	CDS	1110				hypothetical protein
PDJKFJDK_01949	CDS	1458	cobQ			Cobyric acid synthase
PDJKFJDK_01950	CDS	822	cobK	1.3.1.54		Precorrin-6A reductase
PDJKFJDK_01951	CDS	1278	dinB	2.7.7.7		DNA polymerase IV
PDJKFJDK_01952	CDS	867				hypothetical protein
PDJKFJDK_01953	CDS	540				hypothetical protein
PDJKFJDK_01954	CDS	705	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
PDJKFJDK_01955	CDS	714	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
PDJKFJDK_01956	CDS	816	pstB_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
PDJKFJDK_01957	CDS	894	pstA		COG0581	Phosphate transport system permease protein PstA
PDJKFJDK_01958	CDS	975	pstC		COG0573	Phosphate transport system permease protein PstC
PDJKFJDK_01959	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
PDJKFJDK_01960	CDS	276				hypothetical protein
PDJKFJDK_01961	CDS	207				hypothetical protein
PDJKFJDK_01962	CDS	252				hypothetical protein
PDJKFJDK_01963	CDS	255				hypothetical protein
PDJKFJDK_01964	CDS	276				hypothetical protein
PDJKFJDK_01965	CDS	375				hypothetical protein
PDJKFJDK_01966	tRNA	76				tRNA-Asn(gtt)
PDJKFJDK_01967	tRNA	74				tRNA-Cys(gca)
PDJKFJDK_01968	CDS	651	pcm_3	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PDJKFJDK_01969	CDS	1494	bepC			Outer membrane efflux protein BepC
PDJKFJDK_01970	CDS	597				hypothetical protein
PDJKFJDK_01971	CDS	2721	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PDJKFJDK_01972	CDS	738				hypothetical protein
PDJKFJDK_01973	CDS	483				hypothetical protein
PDJKFJDK_01974	CDS	738				hypothetical protein
PDJKFJDK_01975	CDS	267				hypothetical protein
PDJKFJDK_01976	CDS	417				hypothetical protein
PDJKFJDK_01977	CDS	357				hypothetical protein
PDJKFJDK_01978	CDS	960	pcpR			PCP degradation transcriptional activation protein
PDJKFJDK_01979	CDS	252				hypothetical protein
PDJKFJDK_01980	CDS	3195	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
PDJKFJDK_01981	CDS	1107				hypothetical protein
PDJKFJDK_01982	CDS	414				hypothetical protein
PDJKFJDK_01983	CDS	522				hypothetical protein
PDJKFJDK_01984	CDS	1839	qbdA_1	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH IIB
PDJKFJDK_01985	CDS	270				hypothetical protein
PDJKFJDK_01986	CDS	1146				hypothetical protein
PDJKFJDK_01987	CDS	387				hypothetical protein
PDJKFJDK_01988	CDS	2352		1.2.5.2		Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]
PDJKFJDK_01989	CDS	477	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
PDJKFJDK_01990	CDS	345				hypothetical protein
PDJKFJDK_01991	CDS	204				hypothetical protein
PDJKFJDK_01992	CDS	246				hypothetical protein
PDJKFJDK_01993	CDS	2964	ppc_1	4.1.1.31		Phosphoenolpyruvate carboxylase
PDJKFJDK_01994	CDS	432				hypothetical protein
PDJKFJDK_01995	CDS	867				hypothetical protein
PDJKFJDK_01996	CDS	1674				hypothetical protein
PDJKFJDK_01997	CDS	441				hypothetical protein
PDJKFJDK_01998	CDS	1218	gfo_2	1.1.99.28		Glucose--fructose oxidoreductase
PDJKFJDK_01999	CDS	444				hypothetical protein
PDJKFJDK_02000	CDS	306				hypothetical protein
PDJKFJDK_02001	CDS	897	gltC_1			HTH-type transcriptional regulator GltC
PDJKFJDK_02002	CDS	1023	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
PDJKFJDK_02003	CDS	3210				hypothetical protein
PDJKFJDK_02004	CDS	285				hypothetical protein
PDJKFJDK_02005	CDS	762	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDJKFJDK_02006	CDS	1287	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PDJKFJDK_02007	CDS	1146				hypothetical protein
PDJKFJDK_02008	CDS	465				hypothetical protein
PDJKFJDK_02009	CDS	297	acpXL		COG0236	Acyl carrier protein AcpXL
PDJKFJDK_02010	CDS	489				hypothetical protein
PDJKFJDK_02011	CDS	333				hypothetical protein
PDJKFJDK_02012	CDS	1080	ydiK		COG0628	Putative transport protein YdiK
PDJKFJDK_02013	CDS	870				hypothetical protein
PDJKFJDK_02014	CDS	435				hypothetical protein
PDJKFJDK_02015	CDS	414				hypothetical protein
PDJKFJDK_02016	CDS	336				hypothetical protein
PDJKFJDK_02017	CDS	471	ibpA_3		COG0071	Small heat shock protein IbpA
PDJKFJDK_02018	CDS	993	pldB	3.1.1.5	COG2267	Lysophospholipase L2
PDJKFJDK_02019	CDS	2352				hypothetical protein
PDJKFJDK_02020	CDS	792	hisN_1	3.1.3.15	COG0483	Histidinol-phosphatase
PDJKFJDK_02021	CDS	2025				hypothetical protein
PDJKFJDK_02022	CDS	780	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
PDJKFJDK_02023	CDS	303				hypothetical protein
PDJKFJDK_02024	CDS	1605	rsr			60 kDa SS-A/Ro ribonucleoprotein 
PDJKFJDK_02025	CDS	1401				hypothetical protein
PDJKFJDK_02026	CDS	1299	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
PDJKFJDK_02027	CDS	504				hypothetical protein
PDJKFJDK_02028	CDS	279				hypothetical protein
PDJKFJDK_02029	CDS	1128	apbC		COG0489	Iron-sulfur cluster carrier protein
PDJKFJDK_02030	CDS	633	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
PDJKFJDK_02031	CDS	2736	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PDJKFJDK_02032	CDS	825				hypothetical protein
PDJKFJDK_02033	CDS	504	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
PDJKFJDK_02034	CDS	543	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
PDJKFJDK_02035	CDS	387				hypothetical protein
PDJKFJDK_02036	CDS	462		5.2.1.8		Peptidyl-prolyl cis-trans isomerase cyp18
PDJKFJDK_02037	CDS	405	cckA_3			Sensor kinase CckA
PDJKFJDK_02038	CDS	762				hypothetical protein
PDJKFJDK_02039	CDS	1404	imuB			Protein ImuB
PDJKFJDK_02040	CDS	3186	dnaE2	2.7.7.7		Error-prone DNA polymerase
PDJKFJDK_02041	CDS	525				hypothetical protein
PDJKFJDK_02042	CDS	1026				hypothetical protein
PDJKFJDK_02043	CDS	528	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
PDJKFJDK_02044	CDS	1353				hypothetical protein
PDJKFJDK_02045	CDS	999				hypothetical protein
PDJKFJDK_02046	CDS	831				hypothetical protein
PDJKFJDK_02047	CDS	1131	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PDJKFJDK_02048	CDS	453				hypothetical protein
PDJKFJDK_02049	CDS	2061				hypothetical protein
PDJKFJDK_02050	CDS	2124				hypothetical protein
PDJKFJDK_02051	CDS	1371				hypothetical protein
PDJKFJDK_02052	CDS	945				hypothetical protein
PDJKFJDK_02053	CDS	744	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDJKFJDK_02054	CDS	1362	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
PDJKFJDK_02055	CDS	258				hypothetical protein
PDJKFJDK_02056	CDS	945	aes_2	3.1.1.-		Acetyl esterase
PDJKFJDK_02057	CDS	933		6.2.1.-	COG0172	Amino acid--[acyl-carrier-protein] ligase 1
PDJKFJDK_02058	CDS	1203		1.3.8.10	COG1960	Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
PDJKFJDK_02059	CDS	270				Aminoacyl carrier protein 1
PDJKFJDK_02060	CDS	576	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
PDJKFJDK_02061	CDS	1704	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
PDJKFJDK_02062	CDS	324				hypothetical protein
PDJKFJDK_02063	CDS	882	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PDJKFJDK_02064	CDS	555				hypothetical protein
PDJKFJDK_02065	CDS	1293		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
PDJKFJDK_02066	CDS	996	metAS	2.3.1.46		Homoserine O-succinyltransferase
PDJKFJDK_02067	CDS	1833	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PDJKFJDK_02068	CDS	1320				hypothetical protein
PDJKFJDK_02069	CDS	2334				hypothetical protein
PDJKFJDK_02070	CDS	888				hypothetical protein
PDJKFJDK_02071	CDS	2040				hypothetical protein
PDJKFJDK_02072	CDS	342				hypothetical protein
PDJKFJDK_02073	CDS	285				hypothetical protein
PDJKFJDK_02074	CDS	489	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
PDJKFJDK_02075	CDS	1656	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
PDJKFJDK_02076	CDS	369	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
PDJKFJDK_02077	CDS	2928	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PDJKFJDK_02078	CDS	390				hypothetical protein
PDJKFJDK_02079	CDS	222				hypothetical protein
PDJKFJDK_02080	CDS	1338	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
PDJKFJDK_02081	CDS	972	chmD	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
PDJKFJDK_02082	CDS	939	fcl_3	1.1.1.271	COG0451	GDP-L-fucose synthase
PDJKFJDK_02083	CDS	879		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
PDJKFJDK_02084	CDS	1173	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PDJKFJDK_02085	CDS	219				hypothetical protein
PDJKFJDK_02086	CDS	2586				hypothetical protein
PDJKFJDK_02087	CDS	3453	lgrB			Linear gramicidin synthase subunit B
PDJKFJDK_02088	CDS	1212				hypothetical protein
PDJKFJDK_02089	CDS	531		3.1.3.-	COG2062	putative protein
PDJKFJDK_02090	CDS	981	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
PDJKFJDK_02091	CDS	852				hypothetical protein
PDJKFJDK_02092	CDS	654				hypothetical protein
PDJKFJDK_02093	CDS	1239				hypothetical protein
PDJKFJDK_02094	CDS	1893	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PDJKFJDK_02095	CDS	1368	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PDJKFJDK_02096	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PDJKFJDK_02097	CDS	1464	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PDJKFJDK_02098	CDS	1479	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PDJKFJDK_02099	CDS	1878	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PDJKFJDK_02100	CDS	432				hypothetical protein
PDJKFJDK_02101	CDS	1062	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PDJKFJDK_02102	CDS	2445	ligA	6.5.1.2		DNA ligase
PDJKFJDK_02103	CDS	321				hypothetical protein
PDJKFJDK_02104	CDS	567				hypothetical protein
PDJKFJDK_02105	CDS	1014	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
PDJKFJDK_02106	CDS	420				hypothetical protein
PDJKFJDK_02107	CDS	468				hypothetical protein
PDJKFJDK_02108	CDS	1221	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
PDJKFJDK_02109	CDS	825	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
PDJKFJDK_02110	CDS	693				hypothetical protein
PDJKFJDK_02111	CDS	1044	ltaA	4.1.2.49		L-allo-threonine aldolase
PDJKFJDK_02112	CDS	546				hypothetical protein
PDJKFJDK_02113	CDS	1128		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
PDJKFJDK_02114	CDS	360				hypothetical protein
PDJKFJDK_02115	CDS	1662				hypothetical protein
PDJKFJDK_02116	CDS	453				hypothetical protein
PDJKFJDK_02117	CDS	294				hypothetical protein
PDJKFJDK_02118	CDS	1164	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
PDJKFJDK_02119	CDS	633				hypothetical protein
PDJKFJDK_02120	CDS	399				hypothetical protein
PDJKFJDK_02121	CDS	1629	pyrG	6.3.4.2	COG0504	CTP synthase
PDJKFJDK_02122	CDS	468				hypothetical protein
PDJKFJDK_02123	CDS	282				hypothetical protein
PDJKFJDK_02124	CDS	447				IS66 family transposase ISPpu30
PDJKFJDK_02125	CDS	513				hypothetical protein
PDJKFJDK_02126	CDS	765	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
PDJKFJDK_02127	CDS	1905	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
PDJKFJDK_02128	CDS	1521	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
PDJKFJDK_02129	CDS	1692				hypothetical protein
PDJKFJDK_02130	CDS	603	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
PDJKFJDK_02131	CDS	1014	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
PDJKFJDK_02132	CDS	849	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
PDJKFJDK_02133	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
PDJKFJDK_02134	CDS	1227	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
PDJKFJDK_02135	CDS	462	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PDJKFJDK_02136	CDS	807	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PDJKFJDK_02137	CDS	849	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
PDJKFJDK_02138	CDS	1161	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
PDJKFJDK_02139	CDS	483				hypothetical protein
PDJKFJDK_02140	CDS	1290	gltA	2.3.3.16	COG0372	Citrate synthase
PDJKFJDK_02141	CDS	1425	gltX_2	6.1.1.17		Glutamate--tRNA ligase
PDJKFJDK_02142	CDS	2259				hypothetical protein
PDJKFJDK_02143	CDS	723	lexA_1	3.4.21.88	COG1974	LexA repressor
PDJKFJDK_02144	CDS	132				hypothetical protein
PDJKFJDK_02145	CDS	1617	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PDJKFJDK_02146	CDS	1092				hypothetical protein
PDJKFJDK_02147	CDS	927				hypothetical protein
PDJKFJDK_02148	CDS	1155				Purine-binding protein
PDJKFJDK_02149	CDS	1158				hypothetical protein
PDJKFJDK_02150	CDS	921	rfuD		COG1079	putative riboflavin import permease protein RfuD
PDJKFJDK_02151	CDS	1029	amiF	3.5.1.49	COG0388	Formamidase
PDJKFJDK_02152	CDS	720	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PDJKFJDK_02153	CDS	1545	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
PDJKFJDK_02154	CDS	1287				Purine-binding protein
PDJKFJDK_02155	CDS	270				hypothetical protein
PDJKFJDK_02156	CDS	207				hypothetical protein
PDJKFJDK_02157	CDS	249				hypothetical protein
PDJKFJDK_02158	CDS	237				hypothetical protein
PDJKFJDK_02159	CDS	924	yhaJ			HTH-type transcriptional regulator YhaJ
PDJKFJDK_02160	CDS	2766	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
PDJKFJDK_02161	CDS	816				hypothetical protein
PDJKFJDK_02162	CDS	1005				hypothetical protein
PDJKFJDK_02163	CDS	966				hypothetical protein
PDJKFJDK_02164	CDS	915				hypothetical protein
PDJKFJDK_02165	CDS	855	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PDJKFJDK_02166	CDS	621	rutF_1	1.5.1.42		FMN reductase (NADH) RutF
PDJKFJDK_02167	CDS	783	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
PDJKFJDK_02168	CDS	393	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
PDJKFJDK_02169	CDS	747	rutB_3	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PDJKFJDK_02170	CDS	1143	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
PDJKFJDK_02171	CDS	642	rutR		COG1309	HTH-type transcriptional regulator RutR
PDJKFJDK_02172	CDS	498	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
PDJKFJDK_02173	CDS	840	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
PDJKFJDK_02174	CDS	1251				hypothetical protein
PDJKFJDK_02175	CDS	933	dmlR_2			HTH-type transcriptional regulator DmlR
PDJKFJDK_02176	CDS	1413				hypothetical protein
PDJKFJDK_02177	CDS	396	pucM_1	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
PDJKFJDK_02178	CDS	720				hypothetical protein
PDJKFJDK_02179	CDS	1941				hypothetical protein
PDJKFJDK_02180	CDS	7278				hypothetical protein
PDJKFJDK_02181	CDS	2262				hypothetical protein
PDJKFJDK_02182	CDS	993	yedI		COG2354	Inner membrane protein YedI
PDJKFJDK_02183	CDS	984				hypothetical protein
PDJKFJDK_02184	CDS	1254				hypothetical protein
PDJKFJDK_02185	CDS	681				hypothetical protein
PDJKFJDK_02186	CDS	363				hypothetical protein
PDJKFJDK_02187	CDS	192				hypothetical protein
PDJKFJDK_02188	CDS	297				hypothetical protein
